sbid,name,status,template,survey,start,stop,duration,footprint,pitch,rotation,freq,weights,weights_id,commensal
9591,CRAFT/filler_closepack36,OBSERVED,balflyseye,AS106,2019-08-15 10:04:39.460194,2019-08-15 10:11:05.632086,386,closepack36,0.9,45,1407.5,,-,N
9622,CRAFT/filler_closepack36,OBSERVED,balflyseye,AS106,2019-08-18 06:11:01.490432,2019-08-18 06:13:54.929793,173,closepack36,0.9,45,1407.5,,-,N
9623,CRAFT/filler_closepack36,OBSERVED,balflyseye,AS106,2019-08-18 06:21:12.599305,2019-08-18 06:21:44.816916,32,closepack36,0.9,45,1407.5,,-,N
9650,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-08-25 06:59:09.907938,2019-08-25 07:06:10.116244,420,closepack36,0.9,45,1407.5,,-,N
9655,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-08-25 10:17:44.064353,2019-08-25 15:48:38.749513,19854,closepack36,0.9,45,1407.5,,-,N
9780,test closepack36 1272.5 MHz,ERRORED,Standard,AS106,2019-09-10 10:05:30.524221,2019-09-10 10:06:31.361168,60,closepack36,0.9,45,1272.5,SB09775_201909100812_1450M_36b,-,Y
9781,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-10 10:08:33.465180,2019-09-10 10:15:40.200790,426,closepack36,0.9,45,1272.5,SB09775_201909100812_1450M_36b,-,Y
9782,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-10 10:16:26.623500,2019-09-10 10:22:08.332569,341,closepack36,0.9,45,1272.5,SB09775_201909100812_1450M_36b,-,Y
9783,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-10 10:23:09.901498,2019-09-10 10:28:56.131717,346,closepack36,0.9,45,1272.5,SB09775_201909100812_1450M_36b,-,Y
9784,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-10 10:30:43.401460,2019-09-10 10:36:24.346809,340,closepack36,0.9,45,1272.5,SB09775_201909100812_1450M_36b,-,Y
9785,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-10 10:36:45.341811,2019-09-10 10:42:32.282436,346,closepack36,0.9,45,1272.5,SB09775_201909100812_1450M_36b,-,Y
9793,test closepack36 1272.5 MHz,ERRORED,Standard,AS106,2019-09-10 11:50:13.655460,2019-09-10 11:51:11.878693,58,closepack36,0.9,45,1272.5,SB09775_201909100812_1450M_36b,-,Y
9794,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-10 11:51:37.412070,2019-09-10 11:57:20.822754,343,closepack36,0.9,45,1272.5,SB09775_201909100812_1450M_36b,-,Y
9795,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-10 11:58:37.693777,2019-09-10 12:04:19.064493,341,closepack36,0.9,45,1272.5,SB09775_201909100812_1450M_36b,-,Y
9796,bandpass closepack36 1272.5 MHz,OBSERVED,Bandpass,AS106,2019-09-10 12:54:19.991874,2019-09-10 15:05:53.729661,7893,closepack36,0.9,45,1272.5,SB09775_201909100812_1450M_36b,-,N
9797,G180-50_10,OBSERVED,Standard,AS106,2019-09-10 15:25:24.169017,2019-09-11 00:26:57.262181,32493,closepack36,0.9,45,1272.5,SB09775_201909100812_1450M_36b,-,Y
9801,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-11 10:54:39.223680,2019-09-11 11:02:36.600466,477,closepack36,0.9,45,1272.5,SB08151_201905130640_1450M_36b,-,Y
9802,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-11 11:04:08.685900,2019-09-11 11:09:53.905007,345,closepack36,0.9,45,1272.5,SB08151_201905130640_1450M_36b_SB9800,-,Y
9824,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-11 11:20:02.082043,2019-09-11 11:25:49.578752,347,closepack36,0.9,45,1272.5,SB08151_201905130640_1450M_36b_SB9800,-,Y
9825,bandpass closepack36 1272.5 MHz,OBSERVED,Bandpass,AS106,2019-09-11 12:49:51.929377,2019-09-11 15:01:20.856649,7888,closepack36,0.9,45,1272.5,SB08151_201905130640_1450M_36b_SB9800,-,N
9826,G180-50_11,OBSERVED,Standard,AS106,2019-09-11 15:20:51.213840,2019-09-11 23:52:25.053580,30693,closepack36,0.9,45,1272.5,SB08151_201905130640_1450M_36b_SB9800,-,Y
9827,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-11 11:25:50.198028,2019-09-11 11:31:38.085686,347,closepack36,0.9,45,1272.5,SB08151_201905130640_1450M_36b_SB9800,-,Y
9842,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-12 11:38:46.761059,2019-09-12 11:48:58.905784,612,closepack36,0.9,45,1272.5,SB08151_201905130640_1450M_36b_SB9837,-,Y
9843,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-12 11:50:42.398413,2019-09-12 11:59:22.369488,519,closepack36,0.9,45,1272.5,SB08151_201905130640_1450M_36b_SB9837,-,Y
9844,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-12 12:04:53.758406,2019-09-12 12:13:28.225032,514,closepack36,0.9,45,1272.5,SB08151_201905130640_1450M_36b_SB9837,-,Y
9845,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-12 12:19:45.459980,2019-09-12 12:28:34.144728,528,closepack36,0.9,45,1272.5,SB08151_201905130640_1450M_36b_SB9837,-,Y
9846,bandpass closepack36 1272.5 MHz,OBSERVED,Bandpass,AS106,2019-09-12 12:46:28.918306,2019-09-12 15:00:52.744950,8063,closepack36,0.9,45,1272.5,SB08151_201905130640_1450M_36b_SB9837,-,N
9847,G180-50_03,OBSERVED,Standard,AS106,2019-09-12 15:17:32.003224,2019-09-13 00:21:59.948113,32667,closepack36,0.9,45,1272.5,SB08151_201905130640_1450M_36b_SB9837,-,Y
9873,CRAFT/filler_closepack36,OBSERVED,balflyseye,AS106,2019-09-13 10:12:28.071421,2019-09-13 10:30:33.601651,1085,closepack36,0.9,45,1407.5,,-,N
9875,CRAFT/filler_closepack36,OBSERVED,balflyseye,AS106,2019-09-13 10:55:59.245437,2019-09-13 11:15:37.656788,1178,closepack36,0.9,45,1407.5,,-,N
9877,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-13 11:44:16.774287,2019-09-13 11:50:22.765404,365,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9868,-,Y
9880,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-13 12:03:32.514808,2019-09-13 12:09:57.190803,384,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9868,-,Y
9881,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-13 12:23:16.856835,2019-09-13 12:29:02.262894,345,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9868,-,Y
9882,bandpass closepack36 1272.5 MHz,OBSERVED,Bandpass,AS106,2019-09-13 12:41:59.347046,2019-09-13 14:53:14.166336,7874,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9868,-,N
9883,G180-50_04,OBSERVED,Standard,AS106,2019-09-13 15:12:57.010215,2019-09-14 00:14:32.548515,32495,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9868,-,Y
9885,bandpass closepack36 1272.5 MHz,OBSERVED,Bandpass,AS106,2019-09-14 12:38:38.687526,2019-09-14 14:49:49.530170,7870,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9868,-,N
9886,G180-50_08,OBSERVED,Standard,AS106,2019-09-14 15:09:37.183652,2019-09-15 00:11:00.588849,32483,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9868,-,Y
9888,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-13 12:29:14.933255,2019-09-13 12:35:11.184778,356,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9868,-,Y
9895,CRAFT/filler_closepack36,OBSERVED,balflyseye,AS106,2019-09-14 00:14:33.177164,2019-09-14 12:28:41.757501,44048,closepack36,0.9,45,1407.5,,-,N
9896,CRAFT/filler_closepack36,OBSERVED,balflyseye,AS106,2019-09-15 00:11:01.256277,2019-09-15 12:24:10.456327,43989,closepack36,0.9,45,1407.5,,-,N
9897,bandpass closepack36 1272.5 MHz,OBSERVED,Bandpass,AS106,2019-09-15 12:34:04.549597,2019-09-15 14:45:17.417029,7872,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9868,-,N
9898,G180-50_06,OBSERVED,Standard,AS106,2019-09-15 15:05:04.783223,2019-09-16 00:06:40.911860,32496,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9868,-,Y
9899,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-09-16 00:06:41.547115,2019-09-16 02:02:02.267622,6920,closepack36,0.9,45,1407.5,,-,N
9921,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-17 09:27:43.010197,2019-09-17 09:33:40.533618,357,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9919,-,Y
9922,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-17 09:33:41.155451,2019-09-17 09:39:29.519415,348,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9919,-,Y
9923,bandpass closepack36 1272.5 MHz,OBSERVED,Bandpass,AS106,2019-09-17 12:26:15.763248,2019-09-17 14:38:11.181468,7915,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9919,-,N
9924,G180-50_09,OBSERVED,Standard,AS106,2019-09-17 14:57:13.235304,2019-09-17 23:59:01.125387,32507,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9919,-,Y
9925,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-17 10:56:30.080699,2019-09-17 11:03:44.060835,433,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9919,-,Y
9931,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-18 11:35:27.516423,2019-09-18 11:41:31.485985,363,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9928,-,Y
9932,test closepack36 1272.5 MHz,OBSERVED,Standard,AS106,2019-09-18 11:41:32.341836,2019-09-18 11:47:19.855526,347,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9928,-,Y
9933,bandpass closepack36 1272.5 MHz,ERRORED,Bandpass,AS106,2019-09-18 12:24:05.903503,2019-09-18 14:36:36.446199,7950,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9928,-,N
9934,G180-50_05,OBSERVED,Standard,AS106,2019-09-18 14:55:07.607458,2019-09-19 00:02:15.208914,32827,closepack36,0.9,45,1272.5,SB09852_201909130848_1450M_36b_SB9928,-,Y
9963,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-09-20 19:06:07.691438,2019-09-20 19:38:49.633166,1961,closepack36,0.75,45,1407.5,,-,N
9973,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-09-21 19:12:34.647651,2019-09-21 19:45:17.573429,1962,closepack36,0.75,45,1407.5,,-,N
9976,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-09-22 19:18:04.230922,2019-09-23 05:00:53.624920,34969,closepack36,0.75,45,1407.5,,-,N
10038,CRAFT/filler_closepack36,OBSERVED,balflyseye,AS106,2019-09-27 19:53:25.744295,2019-09-28 07:11:40.626820,40694,closepack36,0.75,45,1407.5,,-,N
10041,CRAFT/filler_closepack36,OBSERVED,balflyseye,AS106,2019-09-28 19:53:41.543617,2019-09-29 07:10:46.357197,40624,closepack36,0.75,45,1407.5,,-,N
10113,CRAFT/filler_square6x6,ERRORED,balflyseye,AS106,2019-10-06 09:11:49.278758,2019-10-06 13:45:41.056360,16431,square_6x6,1.05,45,1407.5,,-,N
10125,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-10-08 06:41:21.583597,2019-10-08 13:45:44.411262,25462,closepack36,0.75,45,1407.5,,-,N
10128,CRAFT/filler_closepack36,OBSERVED,balflyseye,AS106,2019-10-09 06:28:37.321404,2019-10-09 20:12:04.829458,49407,closepack36,0.75,45,1407.5,,-,N
10131,CRAFT/filler_closepack36,OBSERVED,balflyseye,AS106,2019-10-10 06:53:58.838656,2019-10-10 20:14:43.931689,48045,closepack36,0.75,45,1407.5,,-,N
10134,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-10-11 07:18:21.741262,2019-10-11 18:24:02.385473,39940,closepack36,0.75,45,1407.5,,-,N
10150,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-10-13 14:17:27.407016,2019-10-13 14:19:56.140822,148,closepack36,0.75,45,1407.5,,-,N
10152,CRAFT/filler_closepack36,OBSERVED,balflyseye,AS106,2019-10-13 14:28:35.307854,2019-10-14 08:00:44.405015,63129,closepack36,0.75,45,1407.5,,-,N
10163,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-10-14 16:54:02.623159,2019-10-14 17:56:26.359624,3743,closepack36,0.75,45,1407.5,,-,N
10164,CRAFT/filler_closepack36,OBSERVED,balflyseye,AS106,2019-10-14 19:00:33.241069,2019-10-15 05:40:34.916668,38401,closepack36,0.75,45,1407.5,,-,N
10169,CRAFT/filler_closepack36,OBSERVED,balflyseye,AS106,2019-10-15 20:08:29.080594,2019-10-16 05:36:37.166226,34088,closepack36,0.75,45,1407.5,,-,N
10173,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-10-18 13:41:27.701609,2019-10-18 13:41:33.235673,5,closepack36,0.75,45,1407.5,,-,N
10174,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-10-18 13:46:24.842563,2019-10-18 13:46:39.746010,14,closepack36,0.75,45,1407.5,,-,N
10199,CRAFT/filler_square6x6,OBSERVED,balflyseye,AS106,2019-10-22 12:56:56.704356,2019-10-22 18:36:59.432768,20402,square_6x6,1.05,45,1407.5,,-,N
10249,CRAFT/filler_square6x6,OBSERVED,balflyseye,AS106,2019-10-24 15:16:48.241703,2019-10-24 19:02:06.999080,13518,square_6x6,1.05,45,1407.5,,-,N
10271,CRAFT/filler_square6x6,ERRORED,balflyseye,AS106,2019-10-26 05:39:27.588073,2019-10-26 12:44:00.087937,25472,square_6x6,0.9,45,1407.5,,-,N
10274,CRAFT/filler_square6x6,OBSERVED,balflyseye,AS106,2019-10-25 14:45:19.502730,2019-10-25 19:12:27.907077,16028,square_6x6,0.9,45,1407.5,,-,N
10428,CRAFT/filler_closepack36,OBSERVED,balflyseye,AS106,2019-11-02 04:26:39.616869,2019-11-02 17:55:48.166912,48548,closepack36,1.05,45,1407.5,,-,N
10431,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-11-03 04:54:17.114364,2019-11-03 11:59:02.740524,25485,closepack36,1.05,45,1407.5,,-,N
10437,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-11-05 05:19:16.311716,2019-11-05 05:44:41.839288,1525,closepack36,1.05,45,1407.5,,-,N
10440,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-11-06 07:06:32.912958,2019-11-06 16:40:21.936670,34429,closepack36,1.05,45,1407.5,,-,N
10454,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-11-05 06:16:41.811635,2019-11-05 11:50:10.566951,20008,closepack36,1.05,45,1407.5,,-,N
10477,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-11-09 04:36:49.775803,2019-11-09 11:41:22.100283,25472,closepack36,1.05,45,1407.5,,-,N
10480,CRAFT/filler_closepack36,ERRORED,balflyseye,AS106,2019-11-10 04:20:20.428953,2019-11-10 04:25:39.586133,319,closepack36,1.05,45,1407.5,,-,N
10611,CRAFT/filler_square6x6,OBSERVED,balflyseye,AS106,2019-11-21 04:48:37.111165,2019-11-21 18:41:27.475666,49970,square_6x6,0.9,45,1407.5,,-,N
10614,CRAFT/filler_square6x6,ERRORED,balflyseye,AS106,2019-11-22 05:08:11.539155,2019-11-22 10:17:39.151263,18567,square_6x6,0.9,45,1407.5,,-,N
10721,CRAFT/filler,ERRORED,balflyseye,AS106,2019-12-03 12:08:32.668951,2019-12-04 10:37:26.941782,80934,square_6x6,0.9,45,1407.5,,-,N
10727,CRAFT/filler,ERRORED,balflyseye,AS106,2019-12-04 12:42:00.104090,2019-12-05 09:39:27.175934,75447,square_6x6,0.9,45,1407.5,,-,N
10728,CRAFT/filler,ERRORED,balflyseye,AS106,2019-12-05 10:15:47.799028,2019-12-05 11:16:14.168635,3626,square_6x6,0.9,45,1407.5,,-,N
10749,CRAFT/filler,ERRORED,balflyseye,AS106,2019-12-06 09:18:04.152872,2019-12-06 12:01:25.200215,9801,square_6x6,0.9,45,1407.5,,-,N
10755,CRAFT/filler,OBSERVED,balflyseye,AS106,2019-12-07 06:07:39.306603,2019-12-07 19:38:50.171055,48670,square_6x6,0.9,45,1407.5,,-,N
10759,CRAFT/filler,OBSERVED,balflyseye,AS106,2019-12-08 11:05:56.418030,2019-12-08 21:00:19.597581,35663,square_6x6,0.9,45,1407.5,,-,N
10811,CRAFT/filler,OBSERVED,balflyseye,AS106,2019-12-13 06:19:46.838052,2019-12-13 19:15:15.355039,46528,square_6x6,0.9,45,1407.5,,-,N
10814,CRAFT/filler,OBSERVED,balflyseye,AS106,2019-12-12 11:47:29.988708,2019-12-12 19:18:06.287430,27036,square_6x6,0.9,45,1407.5,,-,N
10815,CRAFT/filler,ERRORED,balflyseye,AS106,2019-12-14 11:42:09.335981,2019-12-14 14:43:49.576958,10900,square_6x6,0.9,45,1407.5,,-,N
10816,CRAFT/filler,ERRORED,balflyseye,AS106,2019-12-15 06:24:23.692920,2019-12-15 20:40:04.650581,51340,square_6x6,0.9,45,1407.5,,-,N
10857,CRAFT/filler,ERRORED,balflyseye,AS106,2019-12-18 02:31:06.518134,2019-12-18 03:13:16.586935,2530,square_6x6,1.1,90,1407.5,,-,N
10876,CRAFT/filler,OBSERVED,balflyseye,AS106,2019-12-19 01:31:53.797116,2019-12-19 04:15:18.361884,9804,square_6x6,1.1,90,1407.5,,-,N
10906,CRAFT/filler,OBSERVED,balflyseye,AS106,2019-12-19 16:53:14.331021,2019-12-19 18:40:30.635995,6436,square_6x6,1.1,90,1407.5,,-,N
10921,CRAFT/filler,OBSERVED,balflyseye,AS106,2019-12-19 21:46:03.244718,2019-12-19 22:21:09.857818,2106,square_6x6,1.1,90,1407.5,,-,N
10984,CRAFT/filler,RETIRED,balflyseye,AS106,2019-12-24 11:56:07.606298,2019-12-24 13:42:32.046734,6384,square_6x6,0.9,45,1407.5,,-,N
10985,CRAFT/filler,RETIRED,balflyseye,AS106,2019-12-24 14:27:07.766674,2019-12-24 16:19:00.409409,6712,square_6x6,0.9,45,1407.5,,-,N
10992,CRAFT/filler,ERRORED,balflyseye,AS106,2019-12-25 12:55:41.304675,2019-12-25 20:11:57.488217,26176,square_6x6,0.9,45,1407.5,,-,N
10995,CRAFT/filler,ERRORED,balflyseye,AS106,2019-12-26 12:43:31.893622,2019-12-26 12:49:20.507114,348,square_6x6,0.9,45,1407.5,,-,N
10998,CRAFT/filler,ERRORED,balflyseye,AS106,2019-12-27 14:34:54.580651,2019-12-27 19:52:53.440572,19078,square_6x6,0.9,45,1407.5,,-,N
11001,CRAFT/filler,ERRORED,balflyseye,AS106,2019-12-28 12:44:34.856651,2019-12-28 19:23:02.332709,23907,square_6x6,0.9,45,1407.5,,-,N
11004,CRAFT/filler,ERRORED,balflyseye,AS106,2019-12-29 13:32:25.100535,2019-12-29 19:45:04.693704,22359,square_6x6,0.9,45,1407.5,,-,N
11007,CRAFT/filler,ERRORED,balflyseye,AS106,2019-12-24 16:57:26.954558,2019-12-24 20:04:44.899145,11237,square_6x6,0.9,45,1407.5,,-,N
11008,CRAFT/filler,OBSERVED,balflyseye,AS106,2019-12-26 01:07:39.156169,2019-12-26 02:21:50.504543,4451,square_6x6,0.9,45,1407.5,,-,N
11009,CRAFT/filler,ERRORED,balflyseye,AS106,2019-12-26 13:36:35.189073,2019-12-26 14:29:57.617443,3202,square_6x6,0.9,45,1407.5,,-,N
11011,CRAFT/0407/b21,ERRORED,Standard,AS106,2019-12-28 19:25:05.817017,2019-12-28 19:55:52.599100,1846,square_6x6,0.9,45,1272.5,,-,N
11012,CRAFT/vela/b21,ERRORED,Standard,AS106,2019-12-28 19:56:21.851710,2019-12-28 19:56:23.642534,1,square_6x6,0.9,45,1272.5,,-,N
11013,CRAFT/vela/b21,ERRORED,Standard,AS106,2019-12-28 19:58:11.064368,2019-12-28 20:21:59.867840,1428,square_6x6,0.9,45,1272.5,,-,N
11015,CRAFT/filler,OBSERVED,balflyseye,AS106,2019-12-28 20:28:10.445437,2019-12-29 02:10:01.612924,20511,square_6x6,0.9,90,1407.5,,-,N
11017,CRAFT/filler,OBSERVED,balflyseye,AS106,2019-12-29 21:25:22.544229,2019-12-30 02:06:02.837757,16840,square_6x6,0.9,90,1407.5,,-,N
11018,CRAFT/filler,OBSERVED,balflyseye,AS106,2019-12-30 12:51:18.913910,2019-12-31 19:34:08.248711,24169,square_6x6,0.9,45,1407.5,,-,N
11019,CRAFT/filler,ERRORED,balflyseye,AS106,2020-01-01 02:42:59.464279,2020-01-01 03:50:51.715823,4072,square_6x6,0.9,45,1407.5,,-,N
11020,CRAFT/filler,ERRORED,balflyseye,AS106,2020-01-01 09:27:46.354055,2020-01-01 09:28:01.308661,14,square_6x6,0.9,45,1407.5,,-,N
11027,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-01 10:04:57.524529,2020-01-02 01:54:40.317930,56982,square_6x6,0.9,45,1407.5,,-,N
11029,CRAFT/filler,ERRORED,balflyseye,AS106,2020-01-02 14:46:22.517441,2020-01-02 15:48:43.007993,3740,square_6x6,0.9,45,1407.5,,-,N
11030,CRAFT/filler,ERRORED,balflyseye,AS106,2020-01-03 01:03:38.112276,2020-01-03 03:04:57.689537,7279,square_6x6,0.9,45,1407.5,,-,N
11031,CRAFT/filler,ERRORED,balflyseye,AS106,2020-01-03 03:05:48.451594,2020-01-04 11:36:02.508062,30614,square_6x6,0.9,45,1407.5,,-,N
11048,CRAFT/filler,ERRORED,balflyseye,AS106,2020-01-05 00:38:34.237851,2020-01-05 01:34:14.554980,3340,square_6x6,0.9,45,1407.5,,-,N
11049,CRAFT/filler,ERRORED,balflyseye,AS106,2020-01-05 01:35:12.658750,2020-01-05 04:44:57.188338,11384,square_6x6,1.05,45,1407.5,,-,N
11055,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-05 15:44:06.546771,2020-01-05 16:15:47.312359,1900,square_6x6,1.05,45,1407.5,,-,N
11056,CRAFT/filler,ERRORED,balflyseye,AS106,2020-01-06 00:47:08.799904,2020-01-06 00:47:23.476773,14,square_6x6,1.05,45,1407.5,,-,N
11057,CRAFT/filler,ERRORED,balflyseye,AS106,2020-01-06 01:45:51.136558,2020-01-06 12:30:14.216156,38663,square_6x6,1.05,45,1407.5,,-,N
11062,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-06 13:40:51.543387,2020-01-06 16:34:21.229992,10409,square_6x6,1.05,45,1407.5,,-,N
11070,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-07 10:10:01.918592,2020-01-07 14:52:04.681131,16922,square_6x6,1.05,45,1407.5,,-,N
11077,CRAFT/filler,ERRORED,balflyseye,AS106,2020-01-08 11:21:33.245345,2020-01-08 17:21:31.989621,21598,square_6x6,1.05,45,1407.5,,-,N
11085,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-09 13:12:34.165993,2020-01-09 23:01:51.364720,35357,square_6x6,1.05,45,1407.5,,-,N
11126,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-10 15:43:17.097504,2020-01-10 17:23:09.598070,5992,square_6x6,1.05,45,1407.5,,-,N
11154,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-10 23:17:00.607058,2020-01-11 01:30:43.770087,8023,square_6x6,1.05,45,1407.5,,-,N
11159,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-11 02:27:15.819315,2020-01-11 02:51:07.822392,1432,square_6x6,1.05,45,1407.5,,-,N
11161,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-11 03:09:04.452551,2020-01-11 04:03:42.721452,3278,square_6x6,1.05,45,1407.5,,-,N
11194,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-11 11:02:31.209337,2020-01-11 11:21:45.828629,1154,square_6x6,1.05,45,1407.5,,-,N
11214,CRAFT/filler,ERRORED,balflyseye,AS106,2020-01-11 15:24:04.630499,2020-01-11 15:29:54.313186,349,square_6x6,1.05,45,1407.5,,-,N
11247,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-12 02:21:33.001281,2020-01-12 02:46:36.940404,1503,square_6x6,1.05,45,1407.5,,-,N
11249,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-12 03:04:39.710956,2020-01-12 03:59:47.260340,3307,square_6x6,1.05,45,1407.5,,-,N
11288,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-12 10:55:57.723326,2020-01-13 04:00:39.146686,61481,square_6x6,1.05,45,1407.5,,-,N
11346,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-16 15:13:02.106497,2020-01-16 17:10:38.101157,7055,square_6x6,1.05,45,1407.5,,-,N
11361,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-16 20:42:59.501891,2020-01-16 21:41:45.156657,3525,square_6x6,1.05,45,1407.5,,-,N
11396,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-17 14:58:01.367916,2020-01-17 16:55:38.918479,7057,square_6x6,1.05,45,1407.5,,-,N
11415,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-17 21:27:59.849664,2020-01-17 22:26:13.353088,3493,square_6x6,1.05,45,1407.5,,-,N
11421,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-18 01:58:00.116942,2020-01-18 02:26:05.663583,1685,square_6x6,1.05,45,1407.5,,-,N
11423,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-18 02:43:27.077646,2020-01-18 03:41:15.302892,3468,square_6x6,1.05,45,1407.5,,-,N
11468,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-18 14:54:04.342645,2020-01-18 16:51:44.133039,7059,square_6x6,1.05,45,1407.5,,-,N
11487,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-18 21:24:02.066148,2020-01-18 22:22:15.568647,3493,square_6x6,1.05,45,1407.5,,-,N
11493,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-19 01:54:05.681436,2020-01-19 02:22:10.296431,1684,square_6x6,1.05,45,1407.5,,-,N
11495,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-19 02:39:32.316954,2020-01-19 03:37:10.602695,3458,square_6x6,1.05,45,1407.5,,-,N
11523,CRAFT/filler,ERRORED,balflyseye,AS106,2020-01-19 10:30:00.845300,2020-01-19 10:37:42.501162,461,square_6x6,1.05,45,1407.5,,-,N
11549,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-24 16:39:22.609532,2020-01-24 17:06:23.357015,1620,square_6x6,1.05,45,1407.5,,-,N
11551,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-24 17:24:48.436457,2020-01-24 18:21:29.882424,3401,square_6x6,1.05,45,1407.5,,-,N
11553,CRAFT/filler,OBSERVED,balflyseye,AS106,2020-01-24 18:38:58.990860,2020-01-24 19:06:33.175979,1654,square_6x6,1.05,45,1407.5,,-,N
