FRB20180725A	635.4
FRB20180727A	622.4
FRB20180729A	86.8
FRB20180729B	198.8
FRB20180730A	790.5
FRB20180801A	547.7
FRB20180806A	706.0
FRB20180810A	274.7
FRB20180810B	129.6
FRB20180812A	708.4
FRB20180814A	80.9
FRB20180814B	203.8
FRB20180817A	982.0
FRB20180904A	308.4
FRB20180906A	346.5
FRB20180906B	3015.4
FRB20180907A	801.8
FRB20180907B	628.3
FRB20180907C	522.9
FRB20180907D	1393.4
FRB20180907E	363.3
FRB20180908B	164.6
FRB20180909A	364.5
FRB20180910A	627.7
FRB20180911A	166.7
FRB20180911C	81.5
FRB20180915A	224.9
FRB20180915B	154.1
FRB20180916A	206.0
FRB20180916B	24.5
FRB20180916C	2166.8
FRB20180917A	81.5
FRB20180917B	820.1
FRB20180918A	1367.9
FRB20180919A	80.5
FRB20180919B	536.0
FRB20180920A	324.9
FRB20180920B	438.3
FRB20180921A	368.4
FRB20180922A	341.5
FRB20180923A	92.2
FRB20180923C	146.5
FRB20180923D	308.7
FRB20180924A	1049.0
FRB20180925A	159.0
FRB20180925B	637.4
FRB20180928A	135.9
FRB20181012B	689.4
FRB20181013A	270.7
FRB20181013B	173.0
FRB20181013C	980.1
FRB20181013E	256.0
FRB20181014A	1014.9
FRB20181014B	737.4
FRB20181014C	689.1
FRB20181014D	350.6
FRB20181015A	528.4
FRB20181017A	1244.9
FRB20181017B	269.9
FRB20181018A	999.7
FRB20181018B	139.6
FRB20181018C	220.7
FRB20181019A	23.9
FRB20181019B	473.2
FRB20181019C	469.1
FRB20181020A	1033.3
FRB20181022C	483.8
FRB20181022D	496.7
FRB20181022E	263.9
FRB20181025A	529.5
FRB20181027A	670.0
FRB20181028A	80.7
FRB20181030A	70.3
FRB20181030B	70.5
FRB20181030C	610.0
FRB20181030D	103.1
FRB20181030E	113.7
FRB20181101A	1311.1
FRB20181102A	168.0
FRB20181104A	24.6
FRB20181104B	25.3
FRB20181104C	429.7
FRB20181115A	951.8
FRB20181116A	326.4
FRB20181116B	380.6
FRB20181117A	932.6
FRB20181117B	470.1
FRB20181117C	1705.2
FRB20181118A	536.0
FRB20181118B	364.5
FRB20181118C	81.8
FRB20181119A	338.4
FRB20181119B	108.3
FRB20181119C	247.0
FRB20181119D	277.3
FRB20181119E	893.6
FRB20181120B	24.9
FRB20181120C	83.3
FRB20181122A	364.1
FRB20181122B	174.7
FRB20181123A	680.8
FRB20181124A	1083.0
FRB20181124B	717.8
FRB20181125A	247.6
FRB20181126A	449.6
FRB20181127A	901.2
FRB20181128A	298.4
FRB20181128B	435.9
FRB20181128C	576.6
FRB20181128D	121.3
FRB20181129A	305.5
FRB20181129B	343.8
FRB20181129C	477.5
FRB20181130A	129.9
FRB20181201A	672.9
FRB20181201B	831.1
FRB20181202A	636.8
FRB20181202B	800.0
FRB20181202C	395.4
FRB20181203A	597.3
FRB20181203B	321.5
FRB20181203C	2414.7
FRB20181208A	523.5
FRB20181209A	259.3
FRB20181213A	635.9
FRB20181213B	604.7
FRB20181213C	358.2
FRB20181214A	206.0
FRB20181214B	1090.2
FRB20181214C	608.6
FRB20181214D	1157.5
FRB20181214F	2073.2
FRB20181215A	235.7
FRB20181215B	461.5
FRB20181216A	347.5
FRB20181217A	1108.4
FRB20181218A	1646.0
FRB20181218B	477.1
FRB20181218C	322.7
FRB20181219A	299.8
FRB20181219B	1923.0
FRB20181219C	620.7
FRB20181220A	87.3
FRB20181220B	207.6
FRB20181221A	292.0
FRB20181221B	1333.1
FRB20181222A	23.9
FRB20181222B	408.5
FRB20181222C	1065.6
FRB20181222D	1394.5
FRB20181222E	268.2
