FRB20190128C	239.3
FRB20190128D	197.4
FRB20190129A	432.7
FRB20190130A	1330.1
FRB20190130B	959.3
FRB20190131B	1770.1
FRB20190131C	474.8
FRB20190131D	574.6
FRB20190131E	236.5
FRB20190201A	179.6
FRB20190201B	695.0
FRB20190202A	266.6
FRB20190202B	394.8
FRB20190203A	374.7
FRB20190203B	536.4
FRB20190203C	340.8
FRB20190204A	413.5
FRB20190204B	1419.4
FRB20190205A	627.7
FRB20190206A	146.9
FRB20190206B	274.0
FRB20190206C	1004.7
FRB20190208B	653.6
FRB20190208C	188.7
FRB20190210B	507.7
FRB20190210C	588.1
FRB20190210D	217.9
FRB20190210E	522.7
FRB20190211A	1084.4
FRB20190211B	176.2
FRB20190212B	559.0
FRB20190212C	994.1
FRB20190212D	1104.4
FRB20190213C	181.1
FRB20190213D	1112.3
FRB20190214A	427.9
FRB20190214C	511.0
FRB20190215B	138.4
FRB20190217A	687.4
FRB20190217B	800.4
FRB20190218A	1253.7
FRB20190218B	466.3
FRB20190218C	275.6
FRB20190219A	578.4
FRB20190219B	1643.4
FRB20190219C	682.6
FRB20190220A	175.2
FRB20190221A	170.9
FRB20190221B	227.6
FRB20190221C	1821.7
FRB20190221D	284.2
FRB20190222B	464.4
FRB20190222C	494.5
FRB20190222D	779.7
FRB20190223A	331.1
FRB20190223B	411.8
FRB20190224A	752.9
FRB20190224B	788.0
FRB20190224C	437.5
FRB20190224D	696.7
FRB20190224E	402.8
FRB20190226A	510.3
FRB20190226B	580.9
FRB20190226C	783.3
FRB20190227A	330.6
FRB20190227B	307.3
FRB20190228A	398.9
FRB20190228B	1043.9
FRB20190301B	538.5
FRB20190301C	782.4
FRB20190301D	1107.6
FRB20190302A	813.5
FRB20190303B	146.4
FRB20190303C	1066.6
FRB20190303D	674.1
FRB20190304A	433.9
FRB20190304B	447.4
FRB20190304C	542.9
FRB20190307A	297.3
FRB20190307B	239.1
FRB20190308B	111.5
FRB20190308C	477.4
FRB20190309A	298.3
FRB20190313B	1131.4
FRB20190316A	477.0
FRB20190317A	1019.3
FRB20190317B	343.7
FRB20190317C	544.7
FRB20190317E	666.6
FRB20190317F	1084.8
FRB20190318A	333.9
FRB20190319A	1932.3
FRB20190320A	470.2
FRB20190320B	451.8
FRB20190320C	321.7
FRB20190320D	1097.5
FRB20190320E	243.3
FRB20190322A	996.5
FRB20190322B	530.0
FRB20190322C	1126.3
FRB20190323A	784.7
FRB20190323B	749.3
FRB20190323C	357.5
FRB20190323D	601.3
FRB20190325A	308.3
FRB20190325B	1714.1
FRB20190325C	609.4
FRB20190326A	242.6
FRB20190327A	257.8
FRB20190328A	1251.8
FRB20190328B	514.9
FRB20190328C	408.2
FRB20190329A	100.8
FRB20190329B	340.1
FRB20190329C	1196.0
FRB20190330A	484.1
FRB20190330B	619.2
FRB20190401A	740.8
FRB20190402A	1265.3
FRB20190403A	464.6
FRB20190403B	238.4
FRB20190403C	896.1
FRB20190403D	550.5
FRB20190403E	176.3
FRB20190403F	596.8
FRB20190403G	700.0
FRB20190404A	1313.6
FRB20190404B	444.4
FRB20190405A	377.6
FRB20190405B	1059.3
FRB20190408A	817.4
FRB20190409A	1707.5
FRB20190409B	237.8
FRB20190409C	631.6
FRB20190409D	1245.4
FRB20190410A	155.5
FRB20190410B	563.8
FRB20190411A	399.8
FRB20190411B	1194.3
FRB20190411C	194.8
FRB20190412A	327.2
FRB20190412B	110.9
FRB20190414A	791.8
FRB20190414B	468.7
FRB20190415A	596.7
FRB20190415B	567.6
FRB20190415C	481.7
FRB20190416A	2248.1
FRB20190416B	554.8
FRB20190417B	1126.2
FRB20190417C	198.2
FRB20190418A	114.4
FRB20190419A	377.7
FRB20190419B	112.8
FRB20190420A	543.4
FRB20190420B	779.4
FRB20190420C	594.2
FRB20190421B	295.8
FRB20190422A	372.8
FRB20190422B	943.3
FRB20190423A	211.0
FRB20190423B	102.3
FRB20190423C	795.1
FRB20190423D	430.3
FRB20190424A	723.2
FRB20190425A	79.4
FRB20190425B	979.0
FRB20190426A	284.8
FRB20190427A	370.8
FRB20190428A	942.4
FRB20190429A	413.3
FRB20190429B	253.5
FRB20190430A	281.4
FRB20190430B	2583.0
FRB20190430C	301.5
FRB20190501B	740.5
FRB20190502A	590.8
FRB20190502B	884.8
FRB20190502C	349.4
FRB20190515A	293.1
FRB20190515B	789.7
FRB20190515D	378.3
FRB20190516B	1202.1
FRB20190517C	147.6
FRB20190517D	1086.8
FRB20190518B	887.7
FRB20190518C	402.4
FRB20190518D	148.5
FRB20190518G	461.9
FRB20190519D	509.3
FRB20190519E	666.3
FRB20190519F	755.7
FRB20190519G	356.6
FRB20190519H	1111.5
FRB20190519J	586.7
FRB20190520A	352.8
FRB20190527A	550.9
FRB20190527C	461.6
FRB20190529A	539.0
FRB20190530A	416.2
FRB20190531A	280.7
FRB20190531B	124.9
FRB20190531C	345.8
FRB20190531E	296.2
FRB20190601A	2194.9
FRB20190601B	745.9
FRB20190601C	237.7
FRB20190601D	604.6
FRB20190603B	404.0
FRB20190604C	351.7
FRB20190604D	996.4
FRB20190604E	1192.6
FRB20190604G	181.6
FRB20190605C	149.8
FRB20190605D	1607.7
FRB20190606B	222.4
FRB20190607A	518.5
FRB20190607B	151.1
FRB20190608A	683.8
FRB20190609A	258.2
FRB20190609B	239.9
FRB20190609C	367.6
FRB20190609D	454.2
FRB20190612A	390.6
FRB20190612B	159.9
FRB20190612C	1533.8
FRB20190613A	661.5
FRB20190613B	116.3
FRB20190614A	1011.7
FRB20190614B	527.0
FRB20190614C	531.7
FRB20190616A	187.1
FRB20190617A	149.1
FRB20190617B	229.7
FRB20190617C	594.8
FRB20190618A	151.7
FRB20190619A	862.3
FRB20190619B	224.7
FRB20190619C	419.0
FRB20190619D	314.5
FRB20190621B	1030.5
FRB20190621C	544.6
FRB20190621D	596.8
FRB20190622A	1066.0
FRB20190623A	1008.0
FRB20190623B	1413.0
FRB20190623C	1001.0
FRB20190624A	936.0
FRB20190624B	144.2
FRB20190625A	279.0
FRB20190625C	366.1
FRB20190625D	616.5
FRB20190627A	373.9
FRB20190627B	388.3
FRB20190627C	920.6
FRB20190627D	1870.2
FRB20190628A	716.0
FRB20190628B	361.5
FRB20190628C	1649.6
FRB20190629A	468.7
FRB20190630B	501.6
FRB20190630C	1592.3
FRB20190630D	279.8
FRB20190701A	582.8
FRB20190701B	687.6
FRB20190701C	915.8
FRB20190701D	877.4
FRB20190701E	848.1
