FRB20180725A	644.2
FRB20180727A	620.9
FRB20180729A	78.8
FRB20180729B	223.2
FRB20180730A	789.7
FRB20180801A	565.6
FRB20180806A	699.3
FRB20180810A	310.2
FRB20180810B	123.3
FRB20180812A	722.1
FRB20180814B	197.2
FRB20180817A	979.1
FRB20180904A	305.7
FRB20180906A	340.0
FRB20180906B	3006.7
FRB20180907A	785.2
FRB20180907B	620.1
FRB20180907C	546.8
FRB20180907D	1391.1
FRB20180907E	352.9
FRB20180909A	358.8
FRB20180910A	626.3
FRB20180911A	164.7
FRB20180915A	199.1
FRB20180915B	154.7
FRB20180916A	217.6
FRB20180916C	2179.0
FRB20180917B	813.9
FRB20180918A	1374.0
FRB20180919B	527.4
FRB20180920A	394.9
FRB20180920B	430.2
FRB20180921A	359.2
FRB20180922A	414.4
FRB20180923A	119.4
FRB20180923C	144.9
FRB20180923D	298.7
FRB20180924A	1047.3
FRB20180925A	167.1
FRB20180925B	628.2
FRB20180928A	94.7
FRB20181012B	681.7
FRB20181013A	261.2
FRB20181013B	191.7
FRB20181013C	967.2
FRB20181013E	264.5
FRB20181014A	1128.2
FRB20181014B	785.4
FRB20181014C	692.3
FRB20181014D	347.1
FRB20181015A	522.3
FRB20181017B	263.7
FRB20181018A	1008.5
FRB20181018B	180.7
FRB20181018C	265.0
FRB20181019B	565.4
FRB20181019C	462.4
FRB20181020A	1040.3
FRB20181022C	478.6
FRB20181022D	494.2
FRB20181022E	264.2
FRB20181025A	530.9
FRB20181027A	663.7
FRB20181030C	595.7
FRB20181030D	165.9
FRB20181030E	109.8
FRB20181101A	1327.8
FRB20181102A	258.8
FRB20181104C	475.5
FRB20181115A	941.6
FRB20181116A	318.3
FRB20181116B	373.5
FRB20181117A	921.2
FRB20181117B	473.2
FRB20181117C	1707.6
FRB20181118A	525.9
FRB20181118B	369.2
FRB20181119B	166.8
FRB20181119C	240.3
FRB20181119E	949.5
FRB20181122A	466.7
FRB20181122B	171.4
FRB20181123A	694.9
FRB20181124A	1074.1
FRB20181124B	696.7
FRB20181125A	234.2
FRB20181126A	444.6
FRB20181127A	898.1
FRB20181128B	423.0
FRB20181128C	569.2
FRB20181128D	113.8
FRB20181129A	299.2
FRB20181129B	343.8
FRB20181129C	475.7
FRB20181130A	125.0
FRB20181201A	670.4
FRB20181201B	825.3
FRB20181202A	629.2
FRB20181202B	792.2
FRB20181202C	430.7
FRB20181203A	589.2
FRB20181203B	318.7
FRB20181203C	2407.1
FRB20181208A	517.6
FRB20181209A	263.0
FRB20181213A	630.1
FRB20181213B	596.0
FRB20181213C	350.2
FRB20181214A	283.9
FRB20181214B	1078.7
FRB20181214C	599.5
FRB20181214D	1151.3
FRB20181214F	2065.5
FRB20181215A	284.1
FRB20181215B	453.4
FRB20181216A	396.0
FRB20181217A	1107.4
FRB20181218A	1727.2
FRB20181218B	583.8
FRB20181218C	319.8
FRB20181219B	1914.9
FRB20181219C	611.7
FRB20181220A	83.6
FRB20181220B	204.2
FRB20181221A	291.8
FRB20181221B	1333.1
FRB20181222B	471.0
FRB20181222C	1058.5
FRB20181222D	1385.9
FRB20181222E	268.1
FRB20181223B	540.2
FRB20181223C	92.6
FRB20181224A	225.2
FRB20181224B	659.7
FRB20181224C	541.0
FRB20181224D	658.8
FRB20181224E	545.3
FRB20181225B	241.0
FRB20181226B	259.3
FRB20181226C	315.0
FRB20181226D	320.4
FRB20181226E	239.9
FRB20181227A	702.2
FRB20181228A	714.5
FRB20181228B	528.7
FRB20181228C	465.1
FRB20181229A	912.6
FRB20181229B	359.7
FRB20181230A	701.2
FRB20181230B	1052.4
FRB20181230C	1000.3
FRB20181230D	183.4
FRB20181230E	987.2
FRB20181231A	1333.7
FRB20181231B	150.3
FRB20181231C	520.6
FRB20190101A	830.3
FRB20190101B	1089.9
FRB20190102A	655.6
FRB20190102B	326.1
FRB20190103B	354.0
FRB20190103C	1193.6
FRB20190103D	1880.3
FRB20190103E	690.6
FRB20190104A	397.9
FRB20190104B	480.3
FRB20190105A	337.2
FRB20190106A	251.2
FRB20190106B	174.9
FRB20190107A	809.3
FRB20190107B	96.1
FRB20190109A	176.9
FRB20190109B	106.9
FRB20190110A	284.2
FRB20190110B	440.6
FRB20190110C	186.3
FRB20190111A	150.5
FRB20190111B	1271.8
FRB20190112A	383.8
FRB20190113A	250.0
FRB20190114A	849.3
FRB20190115A	835.3
FRB20190115B	684.5
FRB20190116C	587.4
FRB20190116D	1085.5
FRB20190116E	1362.6
FRB20190116F	270.1
FRB20190117C	812.6
FRB20190117D	1155.5
FRB20190118A	171.7
FRB20190118B	620.7
FRB20190121A	338.0
FRB20190122A	1166.6
FRB20190122B	415.1
FRB20190122C	665.5
FRB20190124A	1099.3
FRB20190124B	419.8
FRB20190124C	282.2
FRB20190124D	294.5
FRB20190124E	225.8
FRB20190124F	217.2
FRB20190125A	504.3
FRB20190125B	145.0
FRB20190127B	614.6
FRB20190128A	652.5
FRB20190128B	191.0
