J221258.68-204401.8,3325021301351052049,284056252201331,-0.29986786761,-0.0720231680632,-0.951258074992,12734292953977,333.2445393,-20.7338586,34.22261,-53.381756,0.041,16.216999,16.190001,18.431,18.110001,0.055808,0.055808,0, 0.003028431996363633,0.0025960934124943484,0.002444034631493081,0.002829650261845749,0.0030457425614378525,0.0011965240519883115,0.004394144717380802,0.0020757842330807064,0.002766523052650797,0.006378071597664387,0.003798352898542122,0.0004647659042081986,0.00949215130184012
J221231.15-203946.6,3325021301351054428,284056252206352,-0.238484931538,-0.0289922910515,-0.970713337958,12734295991657,333.1297963,-20.6629661,34.280014,-53.25778,0.041,14.091,14.059,17.531,16.466,0.077429898,0.077430002,0, 4.5338634355400396e-08,3.216682201482422e-08,2.8824081410563447e-08,3.553217883259604e-08,3.966041625090356e-08,8.059201856809263e-09,9.637762730867511e-08,1.6736846657828382e-08,3.4878538371243055e-08,3.079705602179236e-07,1.0057382352486143e-07,4.20331438853676e-10,1.3807826822111328e-06
J221306.08-203932.5,3325021301351054460,284056252206646,-0.228071487565,-0.0622702903056,-0.971651072919,12734284785041,333.2753548,-20.6590315,34.356857,-53.386066,0.039,14.731,14.698,17.916,17.416,0.061081901,0.061082002,0, 0.0006788260517588788,0.0005606385492331068,0.0005214302320786469,0.0006142867533947117,0.0006677849595478494,0.00022314326179446206,0.001077118807809328,0.00040733060396803934,0.0006007023414729073,0.0018399418564173462,0.0009467657712872504,5.88533606498381e-05,0.0033625034975094527
J221315.32-202831.7,3325021301351054505,284056252219955,-0.0525689090031,-0.0165508911462,-0.998480133908,12734278487417,333.3138382,-20.475493,34.66801,-53.363113,0.032,14.972,14.876,17.360001,17.120001,0.0485131,0.048512999,0, 0.01241232478833886,0.011115756623628771,0.010643054406402676,0.011993111778118718,0.0127137501240334,0.006234771176444316,0.015992226750741637,0.009978341700026167,0.011735812109876372,0.01912307926695178,0.013877593342781476,0.0037190102527374634,0.0225324410607784
J221210.65-202716.4,3325021301351057099,284056252221573,-0.0341860398629,-0.0012164803948,-0.999414746166,12734297543141,333.0443904,-20.4545666,34.5689,-53.116848,0.040,15.445,15.401,18.410999,17.42,0.075704902,0.075704999,0, 2.1379085460756219e-07,1.5462235836298715e-07,1.3909498851571085e-07,1.707343107281557e-07,1.9008869950264756e-07,4.0638818866787574e-08,4.3981310051622094e-07,8.339654281669123e-08,1.674956071517711e-07,1.295147145384035e-06,4.452933759908409e-07,2.573682023303371e-09,5.143727606944741e-06
J221100.78-202732.2,3325021301351057191,284056252221230,-0.0373323841145,0.00975354510493,-0.999255303441,12734245659022,332.7532712,-20.4589473,34.419876,-52.859226,0.031,15.871,15.798,18.646,17.635,0.067479499,0.067479998,0, 4.881430334351576e-05,3.824332380264192e-05,3.505125724831111e-05,4.209021011454171e-05,4.626339900964916e-05,1.2688611979112266e-05,8.66418840551758e-05,2.4474040868781703e-05,4.120002133702093e-05,0.00018445484231355646,7.954475083541418e-05,1.908361431294575e-06,0.0004524545448539678
J221338.59-193704.2,3328019701241016594,284056252286293,0.661770099138,0.281361659122,-0.694907153988,12732061719390,333.4108319,-19.6178467,36.074528,-53.17267,0.025,16.969999,16.544001,19.011999,18.266001,0.036443599,0.036444001,1, 0.048074658876669306,0.045774322043052956,0.04508364235207943,0.04805173259387675,0.0494000273884564,0.035024693733695406,0.0513154967692527,0.04728237800926423,0.04728615733740808,0.048356310182325626,0.04760325586665332,0.0334264259687987,0.043300967478987866
J221419.92-201529.1,3328019701351000069,284056252235895,0.135640159513,0.0877480720825,-0.986864744012,12732117345172,333.5830269,-20.2580925,35.148247,-53.533855,0.026,14.513,14.269,16.816,16.419001,0.063239299,0.063239001,0, 0.00031402759858336504,0.0002550177101013884,0.0002360093512568626,0.0002799008811797669,0.0003054472842616298,9.548731455910128e-05,0.0005173060082631216,0.0001777118956766532,0.00027377935853766346,0.0009493863101421685,0.00046010684563351477,2.1072435609321296e-05,0.001904946697192326
J221415.90-202202.4,3328019701351000684,284056252228060,0.0449510007714,0.0280222037883,-0.99859609634,12731936694640,333.5662652,-20.3673573,34.96547,-53.553608,0.024,16.924,16.684,19.097,18.43,0.046004299,0.046004001,0, 0.017798579079111844,0.016155208868020937,0.015558877448438863,0.017352876283866128,0.018290330212879267,0.009677513344112794,0.0220395001801223,0.015014466268402641,0.0169920934097273,0.024872086411806896,0.01927933043069284,0.006514265094773302,0.02738947009692771
J221217.50-202631.2,3328019701351002874,284056252222528,-0.0216058732089,-0.00138720130618,-0.999765603487,12734284108085,333.0729381,-20.4420043,34.602776,-53.1383,0.036,14.439,14.414,17.712999,16.636,0.079436697,0.079437003,0, 5.918894044378234e-09,4.094195146398516e-09,3.65221660707901e-09,4.5241326884655774e-09,5.064356063254165e-09,9.687618735589549e-10,1.3116035942831663e-08,2.0391570460901572e-09,4.444118959519939e-09,4.6694951250300224e-08,1.4293293555096537e-08,4.0400857373839284e-11,2.424658221666599e-07
