J221258.68-204401.8,3325021301351052049,284056252201331,-0.29986786761,-0.0720231680632,-0.951258074992,12734292953977,333.2445393,-20.7338586,34.22261,-53.381756,0.041,16.216999,16.190001,18.431,18.110001,0.055808,0.055808,0
J221231.15-203946.6,3325021301351054428,284056252206352,-0.238484931538,-0.0289922910515,-0.970713337958,12734295991657,333.1297963,-20.6629661,34.280014,-53.25778,0.041,14.091,14.059,17.531,16.466,0.077429898,0.077430002,0
J221306.08-203932.5,3325021301351054460,284056252206646,-0.228071487565,-0.0622702903056,-0.971651072919,12734284785041,333.2753548,-20.6590315,34.356857,-53.386066,0.039,14.731,14.698,17.916,17.416,0.061081901,0.061082002,0
J221315.32-202831.7,3325021301351054505,284056252219955,-0.0525689090031,-0.0165508911462,-0.998480133908,12734278487417,333.3138382,-20.475493,34.66801,-53.363113,0.032,14.972,14.876,17.360001,17.120001,0.0485131,0.048512999,0
J221210.65-202716.4,3325021301351057099,284056252221573,-0.0341860398629,-0.0012164803948,-0.999414746166,12734297543141,333.0443904,-20.4545666,34.5689,-53.116848,0.040,15.445,15.401,18.410999,17.42,0.075704902,0.075704999,0
J221100.78-202732.2,3325021301351057191,284056252221230,-0.0373323841145,0.00975354510493,-0.999255303441,12734245659022,332.7532712,-20.4589473,34.419876,-52.859226,0.031,15.871,15.798,18.646,17.635,0.067479499,0.067479998,0
J221338.59-193704.2,3328019701241016594,284056252286293,0.661770099138,0.281361659122,-0.694907153988,12732061719390,333.4108319,-19.6178467,36.074528,-53.17267,0.025,16.969999,16.544001,19.011999,18.266001,0.036443599,0.036444001,1
J221419.92-201529.1,3328019701351000069,284056252235895,0.135640159513,0.0877480720825,-0.986864744012,12732117345172,333.5830269,-20.2580925,35.148247,-53.533855,0.026,14.513,14.269,16.816,16.419001,0.063239299,0.063239001,0
J221415.90-202202.4,3328019701351000684,284056252228060,0.0449510007714,0.0280222037883,-0.99859609634,12731936694640,333.5662652,-20.3673573,34.96547,-53.553608,0.024,16.924,16.684,19.097,18.43,0.046004299,0.046004001,0
J221217.50-202631.2,3328019701351002874,284056252222528,-0.0216058732089,-0.00138720130618,-0.999765603487,12734284108085,333.0729381,-20.4420043,34.602776,-53.1383,0.036,14.439,14.414,17.712999,16.636,0.079436697,0.079437003,0
J221155.07-202217.6,3328019701351002888,284056252227769,0.0487402932397,-0.00143130830627,-0.998810460083,12734150215526,332.9794637,-20.3715716,34.668163,-53.032974,0.033,14.709,14.589,16.83,16.386,0.035179801,0.035179999,0
J221305.21-202311.1,3328019701351002979,284056252226700,0.0327598984673,0.0088172950412,-0.999424356498,12734279733459,333.2717398,-20.38642,34.788822,-53.297653,0.026,15.245,15.225,17.952,17.004,0.0620826,0.062082998,0
J221125.18-202120.2,3328019701351005901,284056252228899,0.0639135840474,-0.00991300526422,-0.997906201053,12734131846375,332.8549472,-20.3556293,34.632103,-52.917175,0.033,15.749,15.692,18.677,17.826,0.076002397,0.076002002,0
J221101.75-201302.8,3328019701351005963,284056252238849,0.195177778128,-0.0501475413727,-0.979484996832,12734137982844,332.7573285,-20.2174457,34.801037,-52.78652,0.026,15.986,15.978,18.641001,18.014,0.066913001,0.066913001,0
J221116.87-201906.6,3328019701351006334,284056252231543,0.0998660052001,-0.0190525005107,-0.994818467475,12734132044316,332.820306,-20.3185091,34.673462,-52.874626,0.031,16.757,16.559,18.243999,18.554001,0.039997499,0.039997999,0
J221024.01-195344.4,3328019701351016716,284056252264092,0.459658479117,-0.199097255362,-0.865490823454,12734388760267,332.6000748,-19.8956853,35.225,-52.54313,0.024,16.429001,16.167,18.121,18.209999,0.043521099,0.043520998,0
J221111.58-195130.5,3328019701351018833,284056252267044,0.521010482975,-0.111347956723,-0.846256290472,12734124091582,332.7982733,-19.8584747,35.382893,-52.70726,0.028,13.954,13.947,17.785999,16.792,0.068537198,0.068536997,0
J221152.02-195901.7,3328019701351018849,284056252257293,0.422430122603,-0.0177656997194,-0.906221369992,12734117432392,332.9667901,-19.9838155,35.271904,-52.89781,0.027,14.22,14.041,17.355,16.820999,0.076587602,0.076587997,0
J221133.33-195451.8,3328019701351018906,284056252262736,0.481154736991,-0.0579847015866,-0.874715892992,12734119855199,332.8888881,-19.9144052,35.341324,-52.806034,0.028,14.911,14.81,18.030001,17.461,0.076160498,0.076159999,0
J221136.18-200235.1,3328019701351019210,284056252252434,0.366227145161,-0.0397317032088,-0.929676863166,12734164768709,332.9007547,-20.0430906,35.145752,-52.858227,0.025,16.309999,16.305,18.719,18.544001,0.077462703,0.077463001,0
J221211.14-195600.3,3328019701351021254,284056252261340,0.467572527111,0.0175997483777,-0.883779486494,12732032539525,333.0464442,-19.933435,35.391212,-52.952312,0.028,14.116,14.009,16.181,15.814,0.0301445,0.030144,0
