sbid,scan,nbeam,fch1,foff,nchans,nsamples,tsamp,tstart,srcra,srcdec,goodfrac,nant,ndm,trigger_threshold,pointra,pointdec,footprint,pitch,obsfreq,maxwidth,fmin,fmax,maxdm,obsconfig,w_bandwidth,w_goodfrac,w_nant,tobs,w_tot,t_eff,fbar,bfactors,alt,az
55546,00/20231220095007,36,799.9907407407406,1.0,288.0,59648.0,0.0138240000233054,60298.410341671006,342.69414848692065,41.857461254948696,0.8983286212519275,23.0,250.0,9.0,342.6923041666666,41.876358333333336,closepack36,0.9,920.5,8,799.9907407407406,1087.9907407407406,1160.2611200536217,closepack36_0.9_920MHz,1.0,0.8514376591635223,0.9368252320701606,824.5739533901206,0.797648282639141,657.7199978305968,943.9907407407406,0.9822652712976302,20.429720866130307,350.6317672942822
55547,00/20231220100612,36,799.9907407407406,1.0,288.0,61440.0,0.0138240000233054,60298.42150711109,349.6172276535873,41.857461254948696,0.9325270568053928,23.0,250.0,9.0,349.6153833333333,41.876358333333336,closepack36,0.9,920.5,8,799.9907407407406,1087.9907407407406,1160.2611200536217,closepack36_0.9_920MHz,1.0,0.9005175108878731,0.9368252320701606,849.3465614318839,0.8436275261207751,716.5321384399671,943.9907407407406,0.9822652712976302,20.791826066002702,352.8654026979638
55548,00/20231220102316,36,799.9907407407406,1.0,288.0,61440.0,0.0138240000233054,60298.4333727111,356.54030265358733,41.857461254948696,0.9188216762148604,22.0,250.0,9.0,356.53845833333327,41.876358333333336,closepack36,0.9,920.5,8,799.9907407407406,1087.9907407407406,1160.2611200536217,closepack36_0.9_920MHz,1.0,0.8807382305329406,0.8750385237975271,849.3465614318839,0.7706798810975906,654.5743069749716,943.9907407407406,0.9822652712976302,21.041204523282826,354.960243265011
55550,00/20231220110954,36,799.9907407407406,1.0,288.0,59392.0,0.0138240000233054,60298.465786150926,180.00146323766978,37.22991067349965,0.9554835379242466,22.0,250.0,9.0,0.0,37.24593611111112,closepack36,0.9,920.5,8,799.9907407407406,1087.9907407407406,1160.2611200536217,closepack36_0.9_920MHz,1.0,0.9339740579918193,0.8750385237975271,821.0350093841544,0.8172632809703475,671.0017655608141,943.9907407407406,0.9822652712976302,24.48727313856856,347.36557005969075
55551,00/20231220113142,36,799.9907407407406,1.0,288.0,59776.0,0.0138240000233054,60298.48090295101,10.386456820254011,41.857461254948696,0.9416173622230232,22.0,250.0,9.0,10.384612499999998,41.876358333333336,closepack36,0.9,920.5,8,799.9907407407406,1087.9907407407406,1160.2611200536217,closepack36_0.9_920MHz,1.0,0.9137169609558337,0.8750385237975271,826.3434253931036,0.7995375406835554,660.6925900988272,943.9907407407406,0.9822652712976302,20.72504159144378,352.4117786377138
55552,00/20231220115300,36,799.9907407407406,1.0,288.0,50176.0,0.0138240000233054,60298.49745879117,17.30953598692068,41.857461254948696,0.954289524071094,22.0,250.0,9.0,17.307691666666663,41.876358333333336,closepack36,0.9,920.5,8,799.9907407407406,1087.9907407407406,1160.2611200536217,closepack36_0.9_920MHz,1.0,0.932223903039156,0.8750385237975271,693.6330251693718,0.8157318279641521,565.8185355577164,943.9907407407406,0.9822652712976302,20.86558495489906,353.3848902731861
55553,00/20231220121346,36,799.9907407407406,1.0,288.0,47872.0,0.0138240000233054,60298.51198615114,24.23261098692068,41.857461254948696,0.9817482926415936,22.0,250.0,9.0,24.230766666666664,41.876358333333336,closepack36,0.9,920.5,8,799.9907407407406,1087.9907407407406,1160.2611200536217,closepack36_0.9_920MHz,1.0,0.9727477434013999,0.8750385237975271,661.7825291156761,0.8511917494133366,563.3038286891547,943.9907407407406,0.9822652712976302,21.033396687575628,354.77360940142233
55554,00/20231220123506,36,799.9907407407406,1.0,288.0,60160.0,0.0138240000233054,60298.52492215092,31.155690153587344,41.857461254948696,0.9824239171580404,22.0,250.0,9.0,31.153845833333328,41.876358333333336,closepack36,0.9,920.5,8,799.9907407407406,1087.9907407407406,1160.2611200536217,closepack36_0.9_920MHz,1.0,0.9737520618503823,0.8750385237975271,831.6518414020529,0.8520705667463568,708.6260558390985,943.9907407407406,0.9822652712976302,21.17396523226227,356.28936431881556
55555,00/20231220125831,36,799.9907407407406,1.0,288.0,59776.0,0.0138240000233054,60298.54120759134,26.183279904336377,37.22991067349965,0.9896625933496044,22.0,250.0,9.0,26.181816666666663,37.24593611111112,closepack36,0.9,920.5,8,799.9907407407406,1087.9907407407406,1160.2611200536217,closepack36_0.9_920MHz,1.0,0.9845340325767699,0.8750385237975271,826.3434253931036,0.8615052064944032,711.8991633285782,943.9907407407406,0.9822652712976302,24.296668993894137,346.5117728576558
55556,00/20231220132028,36,799.9907407407406,1.0,288.0,60672.0,0.0138240000233054,60298.55643063112,38.07876515358734,41.857461254948696,0.9505778468099262,22.0,250.0,9.0,38.07692083333333,41.876358333333336,closepack36,0.9,920.5,8,799.9907407407406,1087.9907407407406,1160.2611200536217,closepack36_0.9_920MHz,1.0,0.9267904143146869,0.8750385237975271,838.7297294139853,0.8109773160116222,680.1907848193079,943.9907407407406,0.9822652712976302,20.803586623611825,352.766882884227
55557,00/20231220134108,36,799.9907407407406,1.0,288.0,41216.0,0.0138240000233054,60298.57406055116,45.001844320254,41.857461254948696,0.9573899700512168,22.0,250.0,9.0,44.99999999999999,41.876358333333336,closepack36,0.9,920.5,8,799.9907407407406,1087.9907407407406,1160.2611200536217,closepack36_0.9_920MHz,1.0,0.9367707247323925,0.8750385237975271,569.7699849605553,0.8197104721065723,467.04642336417146,943.9907407407406,0.9822652712976302,20.933853090729077,353.6569930482696
55558,00/20231220140308,36,799.9907407407406,1.0,288.0,56320.0,0.0138240000233054,60298.58684807112,51.92491932025402,41.857461254948696,0.9248715889077496,22.0,250.0,9.0,51.923075,41.876358333333336,closepack36,0.9,920.5,8,799.9907407407406,1087.9907407407406,1160.2611200536217,closepack36_0.9_920MHz,1.0,0.8894512665309838,0.8750385237975271,778.5676813125601,0.7783041232551129,605.9624365987382,943.9907407407406,0.9822652712976302,21.10999133321375,355.1434194530537
55559,00/20231220142452,36,799.9907407407406,1.0,288.0,39424.0,0.0138240000233054,60298.6046688713,58.84799432025401,41.857461254948696,0.9824364707004484,22.0,250.0,9.0,58.84614999999999,41.876358333333336,closepack36,0.9,920.5,8,799.9907407407406,1087.9907407407406,1160.2611200536217,closepack36_0.9_920MHz,1.0,0.9737707260084505,0.8750385237975271,544.9973769187922,0.8520868986036808,464.38512464587484,943.9907407407406,0.9822652712976302,21.192045364874748,355.92546244613254
