# mu host            relative probability
0.21625707594333093  0.8843630468767474
0.2341815171745451  0.9089798013187423
0.24688745019920322  0.9200142660797855
0.2542082514536449  0.9349701358322169
0.26674047055023153  0.9463173506845977
0.27542616695380645  0.9620350475825952
0.29478286179605906  0.9870519999436647
0.3163730214278023  1.003735059760956
0.3382113438139335  1.013212335256038
0.3600496662000646  1.0264383997247302
0.37990268655109294  1.0329963503579083
0.39181449876170993  1.0368250723452621
0.4414470496392807  1.0370659086559675
0.46328537202541187  1.028667584524941
0.485123694411543  1.027139556106657
0.5029914127274686  1.0174059428743747
0.5208591310433941  1.0082695715747567
0.5426974534295252  0.9924886928401254
0.5625504737805536  0.9814237711937306
0.5824034941315819  0.9677797345749988
0.6032491655001616  0.953695045146923
0.6167740356142997  0.9387391753944918
0.6336709996262961  0.9253352631088796
0.6502541107430375  0.91076856202214
0.6674211342230443  0.8968433995842982
0.6840042453397857  0.8823899112003053
0.7015216162377518  0.8678001482667099
0.7190389871357179  0.8526904455130926
0.7352717508344999  0.8384185691730892
0.7511541671153226  0.8247858728840096
0.7670365833961452  0.8110328880982618
0.7829189996769679  0.7969992301536212
0.7988014159577905  0.7833665338645416
0.8150341796565725  0.769630059264611
0.8322012031365794  0.7560445349350093
0.8487843142533207  0.7419306846592564
0.8663016851512868  0.7276952355546276
0.8839212407128245  0.7137595904591241
0.8999100124598134  0.7006996965351319
0.9184158635727362  0.6880980445032097
0.9362454030033712  0.6741075670445525
0.9556402767309143  0.6607257288169011
0.9722862707175457  0.646570754268783
0.9917065970352824  0.6336741824550414
1.012221384731345  0.6202232554498163
1.0330670560999247  0.6063018667687328
1.0539127274685045  0.592444631952539
1.0747583988370841  0.578074166217227
1.0965967212232153  0.5638436725507654
1.1184350436093464  0.5504296826192648
1.1402733659954778  0.5373073011645358
1.162111688381609  0.5242432414051612
1.18395001076774  0.511062538255078
1.2057883331538712  0.4985816954492468
1.2276266555400024  0.4869756780737311
1.2494649779261335  0.4753696606982154
1.2713033003122647  0.46382196501805395
1.2931416226983958  0.4522742693378925
1.314979945084527  0.44154307739269194
1.3368182674706581  0.43127845901032613
1.3586565898567893  0.42101384062796043
1.3804949122429204  0.41074922224559474
1.4023332346290516  0.4007762123400007
1.4241715570151827  0.391503062778659
1.4460098794013139  0.3824048783033802
1.467848201787445  0.37342333721881016
1.4896865241735762  0.3642085093528228
1.5115248465597073  0.35575186352644195
1.5333631689458385  0.34764514787218714
1.5552014913319696  0.339480110522578
1.5770398137181008  0.3313733948683233
1.598878136104232  0.32332500090942295
1.620716458490363  0.31603478899012905
1.6425547808764942  0.3089195421568982
1.6643931032626254  0.30186261701902184
1.6862314256487565  0.2945140834043736
1.7080697480348876  0.2877487667432689
1.7299080704210188  0.2812167368635816
1.75174639280715  0.27480135037460307
1.773584715193281  0.2683859638856244
1.7954230375794122  0.2619122557012915
1.8172613599655434  0.2560800861658564
1.8390996823516745  0.25036456002113006
1.8609380047378057  0.24459071218104933
1.8827763271239368  0.2388168643409686
1.904614649510068  0.23333462497765967
1.9264529718961991  0.2281439940911224
1.9482912942823303  0.22295336320458525
1.9701296166684614  0.21764608892733928
1.986012032949284  0.21342359818368428
2.005865053300312  0.21239713634544777
