# sigma host		relative probability
21.805924109969155  0.9382345036381818
23.99143307426016  0.9479119484923582
26.176942038551168  0.9576476912071018
28.362451002842175  0.9672085403401435
30.547959967133178  0.9770608787760218
32.733468931424184  0.9866217279090634
34.91897789571519  0.996357470623807
37.1044868600062  1.0060349154779833
39.28999582429721  1.0155374667504578
41.47550478858821  1.0211923592254883
43.661013752879214  1.0242238479749894
45.846522717170224  1.0272553367244903
48.03203168146123  1.0302868254739914
50.21754064575224  1.033260016362925
52.40304961004324  1.0363498029729934
54.58855857433425  1.0393812917224945
56.77406753862525  1.0423544826114282
58.959576502916256  1.045385971360929
61.14508546720727  1.047134907177949
63.33059443149827  1.0461438435483044
65.51610339578929  1.0453276735003618
67.70161236008028  1.0446863970341211
69.8871213243713  1.0448029927552558
72.0726302886623  1.0445698013129865
74.2581392529533  1.0445698013129865
76.44364821724432  1.04340384410164
78.62915718153532  1.0432872483805053
80.81466614582632  1.0421212911691589
83.00017511011733  1.0394395895830617
85.18568407440833  1.0366995901363973
87.37119303869935  1.033959590689733
89.55670200299035  1.0312195912430686
91.74221096728135  1.0285378896569717
93.92771993157235  1.0257978902103073
96.11322889586336  1.0233493800664795
98.29873786015438  1.0198515084324398
100.48424682444538  1.0171698068463428
102.66975578873638  1.0128557651643606
104.85526475302738  1.0082502341795418
107.0407737173184  1.0036447031947229
109.2262826816094  0.9992723636521734
111.41179164590041  0.9945502369462199
113.59730061019141  0.990294493124805
115.78280957448241  0.9855723664188515
117.96831853877343  0.9810834311551673
120.15382750306443  0.9763613044492139
122.33933646735544  0.9702983269502118
124.52484543164644  0.9642353494512098
126.71035439593746  0.9579974783705059
128.89586336022847  0.9517596072898018
131.08137232451946  0.9456966297907998
133.26688128881045  0.9394587587100958
135.45239025310147  0.9333374833505264
137.6378992173925  0.9271579101303897
139.82340818168348  0.920803443328551
142.0089171459745  0.9133413171759333
144.1944261102655  0.9053545102782095
146.3799350745565  0.8974842991016203
148.56544403884752  0.8896723857855984
150.75095300313853  0.8816855788878746
152.93646196742952  0.8738153677112854
155.12197093172054  0.865886858674129
157.30747989601153  0.8580166474975398
159.49298886030255  0.8500881384603833
161.67849782459356  0.8389532470920238
163.86400678888455  0.8332400567564258
166.04951575317557  0.8234876575100916
168.23502471746656  0.8126609119761593
170.42053368175758  0.8030417649825503
172.6060426460486  0.7936558094312107
174.79155161033958  0.784094960298169
176.9770605746306  0.7745924090256947
179.1625695389216  0.7651481556137877
181.3480785032126  0.7550043278750729
183.53358746750362  0.7443358193912519
185.7190964317946  0.7335507151862963
187.90460539608563  0.7229405045630428
190.09011436037662  0.712271996079222
192.27562332466763  0.7014868918742665
194.46113228895865  0.690876681251013
196.64664125324964  0.6802081727671921
198.6334675844233  0.671631909723732
201.01765918183168  0.6630103038998306
